%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter_as_fields,field.quality
1582847867757278616,249,1582847867754409551,GNSSpuck,42.3390476883,-71.08449554,1.879,328282.890133,4689525.73388,19,T,5
1582847868777808913,250,1582847868775269985,GNSSpuck,42.339052055,-71.0844944267,1.886,328282.993738,4689526.21652,19,T,5
1582847869745467839,251,1582847869745231866,GNSSpuck,42.33905338,-71.0844927133,2.146,328283.138492,4689526.36019,19,T,5
1582847870775128439,252,1582847870774669885,GNSSpuck,42.339057095,-71.0844916517,2.517,328283.236067,4689526.77057,19,T,5
1582847871751407857,253,1582847871750151872,GNSSpuck,42.3390611783,-71.0844909183,2.963,328283.307596,4689527.22251,19,T,5
1582847872772077243,254,1582847872771642684,GNSSpuck,42.3390646,-71.0844907117,3.294,328283.333935,4689527.60204,19,T,5
1582847873759642513,255,1582847873754946470,GNSSpuck,42.3390634817,-71.084490845,3.532,328283.319907,4689527.47813,19,T,5
1582847874777847687,256,1582847874774461746,GNSSpuck,42.33906219,-71.0844913283,3.524,328283.276573,4689527.33567,19,T,5
1582847875758981382,257,1582847875757643222,GNSSpuck,42.339061195,-71.08449223,3.447,328283.199584,4689527.22701,19,T,5
1582847876763341034,258,1582847876761509418,GNSSpuck,42.3390598983,-71.0844928,3.427,328283.149096,4689527.08417,19,T,5
1582847877758956006,259,1582847877757365703,GNSSpuck,42.3390592133,-71.0844931733,3.516,328283.116476,4689527.00886,19,T,5
1582847878777645242,260,1582847878774718046,GNSSpuck,42.339058635,-71.0844934933,3.567,328283.08854,4689526.94529,19,T,5
1582847879760359996,261,1582847879756839990,GNSSpuck,42.3390580933,-71.08449353,3.584,328283.084044,4689526.88522,19,T,5
1582847880772522907,262,1582847880769570589,GNSSpuck,42.3390576583,-71.084493525,3.653,328283.083272,4689526.8369,19,T,5
1582847881768493380,263,1582847881765255212,GNSSpuck,42.33905719,-71.0844932683,3.747,328283.103142,4689526.78438,19,T,5
1582847882783276468,264,1582847882782191753,GNSSpuck,42.3390653767,-71.0844234017,2.183,328288.881159,4689527.55235,19,T,5
1582847883751685448,265,1582847883750490903,GNSSpuck,42.3390625167,-71.0845133933,-2.258,328281.459711,4689527.41651,19,T,5
1582847884772801905,266,1582847884769683361,GNSSpuck,42.339061765,-71.084519755,-4.906,328280.93358,4689527.34589,19,T,5
1582847885751135429,267,1582847885749351501,GNSSpuck,42.3390621267,-71.084523205,-6.434,328280.650348,4689527.39302,19,T,5
1582847886763167004,268,1582847886762867212,GNSSpuck,42.3390637967,-71.0845244233,-7.142,328280.554525,4689527.58092,19,T,5
1582847887758045344,269,1582847887756853103,GNSSpuck,42.3390649967,-71.0845248883,-7.511,328280.519484,4689527.71511,19,T,5
1582847888791188482,270,1582847888790181636,GNSSpuck,42.3390666483,-71.0844776683,2.936,328284.414043,4689527.80315,19,T,5
1582847889764577220,271,1582847889761230945,GNSSpuck,42.3390639783,-71.0844817633,-0.715,328284.069422,4689527.51494,19,T,5
1582847890775988665,272,1582847890773168802,GNSSpuck,42.33906506,-71.0844769383,-0.2,328284.469858,4689527.62531,19,T,5
1582847891813317795,273,1582847891809757947,GNSSpuck,42.3390661983,-71.08447212,0.689,328284.869899,4689527.74198,19,T,5
1582847892771649031,274,1582847892768955945,GNSSpuck,42.3390664183,-71.08446918,1.282,328285.1127,4689527.76047,19,T,5
1582847893759405678,275,1582847893757655858,GNSSpuck,42.3390667933,-71.0844670633,1.594,328285.288095,4689527.79784,19,T,5
1582847894782809259,276,1582847894780416250,GNSSpuck,42.339041415,-71.0844761017,-1.507,328284.47442,4689524.99802,19,T,5
1582847895756898192,277,1582847895755550384,GNSSpuck,42.33904216,-71.0844753633,-1.356,328284.537273,4689525.07925,19,T,5
1582847896816521038,278,1582847896813966274,GNSSpuck,42.33904301,-71.08447508,-1.214,328284.562928,4689525.17307,19,T,5
1582847897761260429,279,1582847897757904291,GNSSpuck,42.339044025,-71.0844754133,-1.061,328284.53823,4689525.28645,19,T,5
1582847898767418576,280,1582847898766177654,GNSSpuck,42.3390451183,-71.08447632,-0.935,328284.466514,4689525.40969,19,T,5
1582847899764680511,281,1582847899762071847,GNSSpuck,42.3390459867,-71.0844770933,-0.799,328284.405169,4689525.50767,19,T,5
1582847900778262452,282,1582847900773768424,GNSSpuck,42.3390469467,-71.0844779083,-0.685,328284.340641,4689525.61592,19,T,5
1582847901752590794,283,1582847901751229286,GNSSpuck,42.3390473833,-71.0844788833,-0.573,328284.261508,4689525.66637,19,T,5
1582847902776260619,284,1582847902772793292,GNSSpuck,42.339047725,-71.0844790867,-0.278,328284.245687,4689525.70472,19,T,5
1582847903751113929,285,1582847903749930143,GNSSpuck,42.339048305,-71.0844788567,0.088,328284.266213,4689525.76866,19,T,5
1582847904769936525,286,1582847904768258333,GNSSpuck,42.3390480467,-71.08447871,0.355,328284.277593,4689525.73968,19,T,5
1582847905759089755,287,1582847905758938074,GNSSpuck,42.3390482217,-71.0844783733,0.715,328284.305804,4689525.75843,19,T,5
1582847906775270300,288,1582847906771159410,GNSSpuck,42.33904802,-71.084477985,0.892,328284.337247,4689525.73526,19,T,5
1582847907770667831,289,1582847907767030000,GNSSpuck,42.33904773,-71.0844772317,1.098,328284.398518,4689525.70153,19,T,5
1582847908766813139,290,1582847908765249490,GNSSpuck,42.3390477,-71.0844762133,1.224,328284.482329,4689525.69615,19,T,5
1582847909763352715,291,1582847909760679244,GNSSpuck,42.3390477767,-71.084475175,1.331,328284.568077,4689525.70256,19,T,5
1582847910783989445,292,1582847910781520843,GNSSpuck,42.3390476717,-71.0844741967,1.396,328284.648388,4689525.68893,19,T,5
1582847911762441922,293,1582847911760115861,GNSSpuck,42.3390475867,-71.0844732,1.447,328284.730264,4689525.67748,19,T,5
1582847912773762684,294,1582847912770533084,GNSSpuck,42.339047505,-71.0844723633,1.469,328284.798967,4689525.66672,19,T,5
1582847913759076439,295,1582847913757539749,GNSSpuck,42.3390475167,-71.0844716217,1.498,328284.860099,4689525.66651,19,T,5
1582847914763947867,296,1582847914762398958,GNSSpuck,42.3390474083,-71.084471025,1.521,328284.908958,4689525.65328,19,T,5
1582847915759015770,297,1582847915758664846,GNSSpuck,42.3390474583,-71.0844704133,1.505,328284.959485,4689525.6576,19,T,5
1582847916774664597,298,1582847916772305727,GNSSpuck,42.3390476867,-71.0844698967,1.532,328285.00267,4689525.68191,19,T,5
1582847917761284502,299,1582847917758585453,GNSSpuck,42.3390480633,-71.0844694983,1.555,328285.036511,4689525.72293,19,T,5
1582847918774147793,300,1582847918773660898,GNSSpuck,42.33904841,-71.0844691233,1.601,328285.068348,4689525.76067,19,T,5
1582847919753357923,301,1582847919752131700,GNSSpuck,42.339048805,-71.0844688783,1.642,328285.089606,4689525.80403,19,T,5
1582847920769590419,302,1582847920768408298,GNSSpuck,42.339049015,-71.0844686817,1.741,328285.10638,4689525.82696,19,T,5
1582847921753059738,303,1582847921751763343,GNSSpuck,42.3390492067,-71.0844686183,1.751,328285.112119,4689525.84811,19,T,5
1582847922777056947,304,1582847922774950504,GNSSpuck,42.3390496483,-71.08446868,1.788,328285.108241,4689525.89728,19,T,5
1582847923759758810,305,1582847923757893085,GNSSpuck,42.3390504017,-71.0844687783,1.847,328285.102191,4689525.98113,19,T,5
1582847924780330861,306,1582847924777190685,GNSSpuck,42.33906298,-71.0844665283,2.313,328285.321789,4689527.37331,19,T,4
1582847925767691645,307,1582847925766314506,GNSSpuck,42.3390628683,-71.084466565,2.305,328285.318464,4689527.36099,19,T,4
1582847926781268959,308,1582847926779965639,GNSSpuck,42.33906286,-71.084466545,2.304,328285.320089,4689527.36002,19,T,4
1582847927756905308,309,1582847927754946231,GNSSpuck,42.33906291,-71.084466545,2.315,328285.320225,4689527.36557,19,T,4
1582847928781071699,310,1582847928779064416,GNSSpuck,42.3390629283,-71.0844665617,2.317,328285.318902,4689527.36764,19,T,4
1582847929776901647,311,1582847929772444486,GNSSpuck,42.3390629383,-71.0844665483,2.322,328285.320028,4689527.36873,19,T,4
1582847930774298798,312,1582847930773139476,GNSSpuck,42.3390629633,-71.0844665417,2.322,328285.320645,4689527.37149,19,T,4
1582847931763260385,313,1582847931762139320,GNSSpuck,42.3390629633,-71.0844665467,2.323,328285.320233,4689527.3715,19,T,4
1582847932781484148,314,1582847932780059576,GNSSpuck,42.3390629733,-71.08446656,2.305,328285.319162,4689527.37264,19,T,4
1582847933765687886,315,1582847933764101028,GNSSpuck,42.3390629567,-71.0844665683,2.307,328285.31843,4689527.3708,19,T,4
1582847934780370324,316,1582847934780088424,GNSSpuck,42.3390629533,-71.0844665633,2.304,328285.318833,4689527.37042,19,T,4
1582847935770089546,317,1582847935766588687,GNSSpuck,42.33906298,-71.08446655,2.31,328285.320004,4689527.37336,19,T,4
1582847936805902136,318,1582847936804542303,GNSSpuck,42.3390629167,-71.084466565,2.305,328285.318596,4689527.36636,19,T,4
1582847937797889271,319,1582847937795619010,GNSSpuck,42.3390629333,-71.0844665633,2.304,328285.318778,4689527.3682,19,T,4
1582847938806672937,320,1582847938805200338,GNSSpuck,42.339062915,-71.0844665533,2.309,328285.319552,4689527.36615,19,T,4
1582847939758697620,321,1582847939757264852,GNSSpuck,42.3390629,-71.0844666033,2.306,328285.315392,4689527.36458,19,T,4
1582847940780076191,322,1582847940779872179,GNSSpuck,42.3390629067,-71.0844666233,2.301,328285.313763,4689527.36536,19,T,4
1582847941821266370,323,1582847941818270444,GNSSpuck,42.3390629283,-71.08446662,2.299,328285.314097,4689527.36776,19,T,4
1582847942828268648,324,1582847942828026533,GNSSpuck,42.3390629467,-71.0844666517,2.295,328285.311538,4689527.36986,19,T,4
1582847943814666491,325,1582847943812938213,GNSSpuck,42.3390629717,-71.0844666433,2.294,328285.312292,4689527.37262,19,T,4
1582847944818740326,326,1582847944817708730,GNSSpuck,42.3390629667,-71.084466555,2.306,328285.319556,4689527.37189,19,T,4
1582847945800283727,327,1582847945798816919,GNSSpuck,42.339062955,-71.08446657,2.309,328285.318288,4689527.37062,19,T,4
1582847946784797745,328,1582847946783509731,GNSSpuck,42.3390629283,-71.084466515,2.311,328285.322747,4689527.36755,19,T,4
1582847947765262267,329,1582847947763726949,GNSSpuck,42.33906292,-71.08446651,2.305,328285.323136,4689527.36661,19,T,4
1582847948778636480,330,1582847948778455495,GNSSpuck,42.3390629217,-71.084466535,2.297,328285.321081,4689527.36685,19,T,4
1582847949769441832,331,1582847949768238306,GNSSpuck,42.339062935,-71.08446651,2.297,328285.323177,4689527.36828,19,T,4
1582847950780171593,332,1582847950779431104,GNSSpuck,42.339062945,-71.08446653,2.302,328285.321556,4689527.36943,19,T,4
1582847951770307176,333,1582847951768772125,GNSSpuck,42.33906293,-71.08446655,2.295,328285.319868,4689527.36781,19,T,4
1582847952783299454,334,1582847952781784772,GNSSpuck,42.339062915,-71.0844665317,2.297,328285.321337,4689527.3661,19,T,4
1582847953776805041,335,1582847953774146318,GNSSpuck,42.3390629283,-71.08446651,2.299,328285.323159,4689527.36754,19,T,4
1582847954820790455,336,1582847954819699525,GNSSpuck,42.3390629367,-71.084466525,2.304,328285.321945,4689527.3685,19,T,4
1582847955814373801,337,1582847955814134597,GNSSpuck,42.339062955,-71.084466545,2.305,328285.320348,4689527.37057,19,T,4
1582847956824975737,338,1582847956821694374,GNSSpuck,42.3390629533,-71.0844665217,2.305,328285.322265,4689527.37034,19,T,4
1582847957814983144,339,1582847957813886165,GNSSpuck,42.3390629717,-71.0844664867,2.313,328285.325199,4689527.3723,19,T,4
1582847958787600154,340,1582847958785338163,GNSSpuck,42.3390629683,-71.084466485,2.311,328285.325327,4689527.37193,19,T,4
1582847959779684233,341,1582847959778971195,GNSSpuck,42.33906295,-71.08446647,2.307,328285.326513,4689527.36986,19,T,4
1582847960787923540,342,1582847960785017967,GNSSpuck,42.339062925,-71.0844664883,2.301,328285.324934,4689527.36713,19,T,4
1582847961771216224,343,1582847961770661592,GNSSpuck,42.3390629967,-71.08446645,2.301,328285.328287,4689527.37501,19,T,4
1582847962830831212,344,1582847962829583168,GNSSpuck,42.3390629967,-71.0844664483,2.294,328285.328425,4689527.375,19,T,4
1582847963815020166,345,1582847963814847469,GNSSpuck,42.3390629533,-71.0844664317,2.291,328285.32968,4689527.37016,19,T,4
1582847964830692738,346,1582847964829065322,GNSSpuck,42.3390629483,-71.08446647,2.285,328285.326508,4689527.36968,19,T,4
1582847965813037819,347,1582847965810968875,GNSSpuck,42.3390629533,-71.084466465,2.288,328285.326934,4689527.37022,19,T,4
1582847966827092072,348,1582847966825634241,GNSSpuck,42.3390628817,-71.084466545,2.305,328285.320148,4689527.36243,19,T,4
1582847967804458490,349,1582847967801252603,GNSSpuck,42.339062915,-71.0844665333,2.303,328285.3212,4689527.36611,19,T,4
1582847968809097433,350,1582847968807821273,GNSSpuck,42.3390628483,-71.0844665433,2.305,328285.320195,4689527.35872,19,T,4
1582847969827101022,351,1582847969822434902,GNSSpuck,42.3390628733,-71.0844665567,2.306,328285.319164,4689527.36153,19,T,4
1582847970780752392,352,1582847970777267932,GNSSpuck,42.3390628483,-71.0844665467,2.312,328285.31992,4689527.35873,19,T,4
1582847971769213206,353,1582847971765624284,GNSSpuck,42.3390628967,-71.084466575,2.319,328285.317717,4689527.36415,19,T,4
1582847972780739510,354,1582847972779222488,GNSSpuck,42.33906289,-71.0844665517,2.317,328285.319622,4689527.36337,19,T,4
1582847973770519129,355,1582847973769331216,GNSSpuck,42.3390630117,-71.0844665233,2.322,328285.322287,4689527.37682,19,T,4
1582847974781387719,356,1582847974780167341,GNSSpuck,42.3390629217,-71.084466585,2.31,328285.316962,4689527.36695,19,T,4
1582847975773032630,357,1582847975770624876,GNSSpuck,42.3390628483,-71.08446655,2.306,328285.319645,4689527.35874,19,T,4
1582847976856126238,358,1582847976854670524,GNSSpuck,42.3390628167,-71.08446659,2.313,328285.316264,4689527.3553,19,T,4
1582847977799241737,359,1582847977797460079,GNSSpuck,42.339062905,-71.0844665617,2.309,328285.318839,4689527.36505,19,T,4
1582847978818121268,360,1582847978813772439,GNSSpuck,42.3390629683,-71.0844665633,2.315,328285.318874,4689527.37209,19,T,4
1582847979811592076,361,1582847979810296297,GNSSpuck,42.33906286,-71.0844665783,2.3,328285.317343,4689527.36009,19,T,4
1582847980820030383,362,1582847980819668531,GNSSpuck,42.339062935,-71.0844665267,2.311,328285.321804,4689527.36831,19,T,4
1582847981802600250,363,1582847981801573991,GNSSpuck,42.3390629367,-71.0844665517,2.308,328285.319749,4689527.36855,19,T,4
1582847982825278771,364,1582847982822454929,GNSSpuck,42.3390629367,-71.0844665383,2.311,328285.320847,4689527.36852,19,T,4
1582847983798649149,365,1582847983797649621,GNSSpuck,42.3390629417,-71.084466555,2.307,328285.319488,4689527.36911,19,T,4
1582847984809946217,366,1582847984808471918,GNSSpuck,42.33906292,-71.084466565,2.309,328285.318605,4689527.36673,19,T,4
1582847985799678975,367,1582847985798460483,GNSSpuck,42.3390628767,-71.084466515,2.318,328285.322606,4689527.36181,19,T,4
1582847986824060346,368,1582847986823683500,GNSSpuck,42.33906287,-71.08446652,2.317,328285.322176,4689527.36108,19,T,4
1582847987808111860,369,1582847987807053089,GNSSpuck,42.3390629267,-71.0844664933,2.321,328285.324527,4689527.36732,19,T,4
1582847988815823691,370,1582847988815417051,GNSSpuck,42.339062945,-71.0844665333,2.31,328285.321282,4689527.36944,19,T,4
1582847989803337913,371,1582847989802206993,GNSSpuck,42.33906292,-71.0844665067,2.304,328285.32341,4689527.36661,19,T,4
1582847990822985779,372,1582847990819342613,GNSSpuck,42.3390629083,-71.0844665367,2.3,328285.320907,4689527.36537,19,T,4
1582847991802369730,373,1582847991801340818,GNSSpuck,42.3390629083,-71.084466515,2.312,328285.322692,4689527.36533,19,T,4
1582847992781757605,374,1582847992780399084,GNSSpuck,42.339062915,-71.084466465,2.32,328285.326829,4689527.36597,19,T,4
1582847993776007163,375,1582847993773872137,GNSSpuck,42.3390628867,-71.08446654,2.304,328285.320574,4689527.36297,19,T,4
1582847994808424644,376,1582847994806476354,GNSSpuck,42.3390628233,-71.0844665517,2.302,328285.31944,4689527.35596,19,T,4
1582847995800289982,377,1582847995799605131,GNSSpuck,42.3390628183,-71.0844665883,2.293,328285.316406,4689527.35548,19,T,4
1582847996815577223,378,1582847996812910795,GNSSpuck,42.33906285,-71.0844666033,2.293,328285.315256,4689527.35903,19,T,4
1582847997799377404,379,1582847997798248052,GNSSpuck,42.33906284,-71.08446659,2.294,328285.316328,4689527.35789,19,T,4
1582847998813568120,380,1582847998813271522,GNSSpuck,42.3390628583,-71.084466525,2.299,328285.321732,4689527.3598,19,T,4
1582847999796663129,381,1582847999795679330,GNSSpuck,42.3390628633,-71.0844665083,2.304,328285.323119,4689527.36032,19,T,4
1582848000819677578,382,1582848000816745758,GNSSpuck,42.3390628867,-71.0844665483,2.305,328285.319887,4689527.36299,19,T,4
1582848001807985626,383,1582848001805750846,GNSSpuck,42.3390628067,-71.08446653,2.311,328285.32118,4689527.35407,19,T,4
1582848002817823491,384,1582848002814405918,GNSSpuck,42.339062855,-71.08446658,2.305,328285.317192,4689527.35954,19,T,4
1582848003807229622,385,1582848003806946754,GNSSpuck,42.3390628633,-71.08446653,2.302,328285.321334,4689527.36036,19,T,4
1582848004823896734,386,1582848004821308851,GNSSpuck,42.3390629017,-71.0844665767,2.303,328285.317594,4689527.36471,19,T,4
1582848005765450105,387,1582848005763827800,GNSSpuck,42.33906292,-71.084466545,2.309,328285.320252,4689527.36669,19,T,4
1582848006794689690,388,1582848006789817810,GNSSpuck,42.33906295,-71.0844665683,2.308,328285.318412,4689527.37006,19,T,4
1582848007764093411,389,1582848007763895511,GNSSpuck,42.3390629383,-71.0844665967,2.313,328285.316046,4689527.36883,19,T,4
1582848008792617210,390,1582848008792126655,GNSSpuck,42.33906297,-71.0844666067,2.317,328285.315308,4689527.37236,19,T,4
1582848009758128378,391,1582848009757923841,GNSSpuck,42.3390629633,-71.0844666067,2.316,328285.31529,4689527.37162,19,T,4
1582848010818998644,392,1582848010817637681,GNSSpuck,42.3390629867,-71.0844666133,2.312,328285.314805,4689527.37423,19,T,4
1582848011772408789,393,1582848011768594264,GNSSpuck,42.3390630033,-71.0844666067,2.313,328285.315399,4689527.37606,19,T,4
1582848012784111656,394,1582848012783914566,GNSSpuck,42.339062975,-71.0844665267,2.313,328285.321913,4689527.37276,19,T,4
1582848013759202620,395,1582848013759032249,GNSSpuck,42.3390630033,-71.08446653,2.31,328285.321715,4689527.37591,19,T,4
1582848014782445419,396,1582848014781355381,GNSSpuck,42.3390629983,-71.0844665383,2.315,328285.321015,4689527.37537,19,T,4
1582848015768220964,397,1582848015766738414,GNSSpuck,42.3390629783,-71.08446656,2.318,328285.319176,4689527.37319,19,T,4
1582848016775915564,398,1582848016774732351,GNSSpuck,42.3390628917,-71.0844665683,2.301,328285.318253,4689527.36359,19,T,4
1582848017776493023,399,1582848017772958278,GNSSpuck,42.3390629167,-71.08446655,2.305,328285.319831,4689527.36633,19,T,4
1582848018781886047,400,1582848018779977560,GNSSpuck,42.339062905,-71.0844665283,2.303,328285.321585,4689527.36499,19,T,4
1582848019768032838,401,1582848019766448974,GNSSpuck,42.3390629133,-71.08446652,2.307,328285.322294,4689527.36589,19,T,4
1582848020828425638,402,1582848020826026916,GNSSpuck,42.3390628917,-71.08446654,2.305,328285.320587,4689527.36353,19,T,4
1582848021767179159,403,1582848021765780210,GNSSpuck,42.3390629283,-71.0844665317,2.308,328285.321374,4689527.36758,19,T,4
1582848022777587375,404,1582848022777330875,GNSSpuck,42.3390628633,-71.0844664983,2.317,328285.323943,4689527.3603,19,T,4
1582848023775902063,405,1582848023774699211,GNSSpuck,42.3390628817,-71.0844665017,2.309,328285.323718,4689527.36234,19,T,4
1582848024783109257,406,1582848024780286312,GNSSpuck,42.3390628433,-71.084466505,2.31,328285.323339,4689527.35809,19,T,4
1582848025769390150,407,1582848025767766714,GNSSpuck,42.3390629033,-71.0844665017,2.311,328285.323777,4689527.36475,19,T,4
1582848026777995238,408,1582848026775700330,GNSSpuck,42.3390628567,-71.0844665167,2.313,328285.322414,4689527.3596,19,T,4
1582848027769089778,409,1582848027767330646,GNSSpuck,42.3390628533,-71.084466505,2.308,328285.323366,4689527.3592,19,T,4
1582848028780291941,410,1582848028779096364,GNSSpuck,42.339062815,-71.0844665583,2.312,328285.318868,4689527.35505,19,T,4
1582848029763279681,411,1582848029763103485,GNSSpuck,42.3390628283,-71.0844665433,2.309,328285.32014,4689527.3565,19,T,4
1582848030779690493,412,1582848030777970314,GNSSpuck,42.3390628483,-71.0844665983,2.304,328285.315664,4689527.35883,19,T,4
1582848031771117125,413,1582848031769915342,GNSSpuck,42.33906282,-71.0844665933,2.305,328285.315998,4689527.35568,19,T,4
1582848032794989927,414,1582848032793620586,GNSSpuck,42.3390627933,-71.084466535,2.308,328285.320731,4689527.3526,19,T,4
1582848033773895787,415,1582848033771865844,GNSSpuck,42.3390628483,-71.08446656,2.307,328285.318822,4689527.35876,19,T,4
1582848034776968589,416,1582848034776727437,GNSSpuck,42.3390628217,-71.0844665383,2.306,328285.320534,4689527.35575,19,T,4
1582848035766659181,417,1582848035765071630,GNSSpuck,42.3390628667,-71.08446655,2.312,328285.319695,4689527.36077,19,T,4
1582848036785606902,418,1582848036783553600,GNSSpuck,42.3390629117,-71.0844665833,2.302,328285.317072,4689527.36584,19,T,4
1582848037767855289,419,1582848037766813755,GNSSpuck,42.3390629183,-71.0844665733,2.304,328285.317914,4689527.36656,19,T,4
1582848038790174190,420,1582848038786680459,GNSSpuck,42.3390629117,-71.0844665667,2.309,328285.318445,4689527.3658,19,T,4
1582848039763086616,421,1582848039761869907,GNSSpuck,42.3390628917,-71.0844666217,2.303,328285.313859,4689527.36369,19,T,4
1582848040775874540,422,1582848040773957490,GNSSpuck,42.3390629267,-71.0844666,2.304,328285.31574,4689527.36754,19,T,4
1582848041771987196,423,1582848041770822286,GNSSpuck,42.3390629033,-71.084466625,2.309,328285.313617,4689527.365,19,T,4
1582848042782065772,424,1582848042780997037,GNSSpuck,42.339062875,-71.084466605,2.32,328285.315187,4689527.36181,19,T,4
1582848043764607527,425,1582848043764376163,GNSSpuck,42.339062905,-71.084466595,2.312,328285.316093,4689527.36512,19,T,4
1582848044767891632,426,1582848044766330718,GNSSpuck,42.3390628817,-71.084466565,2.319,328285.3185,4689527.36247,19,T,4
1582848045761710305,427,1582848045760530948,GNSSpuck,42.339062895,-71.0844665183,2.329,328285.322381,4689527.36386,19,T,4
1582848046769901940,428,1582848046768766403,GNSSpuck,42.3390628783,-71.0844665233,2.336,328285.321924,4689527.36201,19,T,4
1582848047769385796,429,1582848047767862319,GNSSpuck,42.3390628817,-71.0844665867,2.315,328285.316716,4689527.36251,19,T,4
1582848048775721208,430,1582848048774194478,GNSSpuck,42.339062895,-71.08446653,2.321,328285.32142,4689527.36388,19,T,4
1582848049764261348,431,1582848049762781381,GNSSpuck,42.3390628983,-71.0844665783,2.312,328285.317447,4689527.36435,19,T,4
1582848050776583599,432,1582848050775096893,GNSSpuck,42.3390629383,-71.08446658,2.312,328285.317419,4689527.36879,19,T,4
1582848051761671898,433,1582848051759877681,GNSSpuck,42.3390629933,-71.0844665383,2.311,328285.321001,4689527.37481,19,T,4
1582848052774652182,434,1582848052773285865,GNSSpuck,42.3390628733,-71.0844665367,2.313,328285.320812,4689527.36149,19,T,4
1582848053769670439,435,1582848053768305778,GNSSpuck,42.3390628567,-71.0844665667,2.309,328285.318295,4689527.3597,19,T,4
1582848054758100477,436,1582848054757073879,GNSSpuck,42.33906294,-71.0844666283,2.298,328285.313442,4689527.36907,19,T,1
1582848055756243292,437,1582848055755642890,GNSSpuck,42.3390628917,-71.0844665467,2.312,328285.320038,4689527.36354,19,T,4
1582848056783677125,438,1582848056782029151,GNSSpuck,42.3390628733,-71.084466495,2.315,328285.324245,4689527.3614,19,T,4
1582848057765666030,439,1582848057763982295,GNSSpuck,42.3390628333,-71.0844665533,2.318,328285.31933,4689527.35708,19,T,4
1582848058763441820,440,1582848058762495517,GNSSpuck,42.339062875,-71.0844665517,2.307,328285.319581,4689527.3617,19,T,4
1582848059771505800,441,1582848059771327495,GNSSpuck,42.3390629467,-71.0844666217,2.304,328285.314009,4689527.3698,19,T,4
1582848060774368385,442,1582848060772644281,GNSSpuck,42.33906295,-71.0844665933,2.304,328285.316352,4689527.37011,19,T,4
1582848061764503662,443,1582848061763247966,GNSSpuck,42.3390630067,-71.0844665967,2.3,328285.316232,4689527.37641,19,T,4
1582848062780293363,444,1582848062778160572,GNSSpuck,42.3390629533,-71.0844665983,2.301,328285.31595,4689527.37049,19,T,4
1582848063763988736,445,1582848063763281822,GNSSpuck,42.3390629833,-71.0844665833,2.307,328285.317267,4689527.3738,19,T,4
1582848064821097937,446,1582848064817732334,GNSSpuck,42.3390630117,-71.0844666167,2.307,328285.314598,4689527.37701,19,T,4
1582848065767934635,447,1582848065764985084,GNSSpuck,42.3390630183,-71.0844666283,2.312,328285.313655,4689527.37777,19,T,4
1582848066769069951,448,1582848066768162250,GNSSpuck,42.3390629883,-71.08446664,2.31,328285.312612,4689527.37446,19,T,4
1582848067767512808,449,1582848067766202211,GNSSpuck,42.3390629933,-71.084466645,2.333,328285.312214,4689527.37503,19,T,4
1582848068767550840,450,1582848068767292499,GNSSpuck,42.3390630167,-71.0844665867,2.315,328285.317083,4689527.3775,19,T,4
1582848069818087608,451,1582848069817814350,GNSSpuck,42.339063005,-71.0844664283,2.333,328285.330095,4689527.37589,19,T,4
1582848070786859655,452,1582848070783617734,GNSSpuck,42.3390630667,-71.0844664,2.338,328285.332597,4689527.38268,19,T,4
1582848071770005869,453,1582848071768532991,GNSSpuck,42.339063025,-71.0844665867,2.31,328285.317106,4689527.37843,19,T,4
1582848072787085507,454,1582848072783335685,GNSSpuck,42.33906303,-71.0844665317,2.303,328285.32165,4689527.37887,19,T,4
1582848073779487479,455,1582848073775364398,GNSSpuck,42.3390630167,-71.0844664817,2.301,328285.325733,4689527.37729,19,T,4
1582848074824610676,456,1582848074822070360,GNSSpuck,42.3390629933,-71.0844665017,2.305,328285.324022,4689527.37474,19,T,4
1582848075769962121,457,1582848075767804145,GNSSpuck,42.339062935,-71.084466495,2.322,328285.324412,4689527.36825,19,T,4
1582848076779974175,458,1582848076778965234,GNSSpuck,42.3390629433,-71.0844664683,2.313,328285.326632,4689527.36912,19,T,4
1582848077768985406,459,1582848077767202138,GNSSpuck,42.3390629217,-71.0844665183,2.313,328285.322454,4689527.36682,19,T,4
1582848078787247182,460,1582848078783523797,GNSSpuck,42.3390629167,-71.0844665483,2.3,328285.319969,4689527.36632,19,T,4
1582848079769834977,461,1582848079766050815,GNSSpuck,42.3390629367,-71.084466485,2.315,328285.325241,4689527.36841,19,T,4
1582848080795810763,462,1582848080793219804,GNSSpuck,42.339062975,-71.08446648,2.308,328285.325757,4689527.37266,19,T,4
1582848081774110213,463,1582848081770472764,GNSSpuck,42.3390629467,-71.0844665717,2.309,328285.318128,4689527.3697,19,T,4
1582848082779933690,464,1582848082779080629,GNSSpuck,42.3390629217,-71.0844665983,2.319,328285.315863,4689527.36698,19,T,4
1582848083768434334,465,1582848083764894008,GNSSpuck,42.3390629067,-71.0844666117,2.317,328285.314724,4689527.36534,19,T,4
1582848084777925449,466,1582848084774744272,GNSSpuck,42.3390629283,-71.0844665867,2.304,328285.316843,4689527.36769,19,T,4
1582848085770684151,467,1582848085767786264,GNSSpuck,42.3390628267,-71.084466555,2.296,328285.319175,4689527.35634,19,T,4
